Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Marco Deuritz,MOUNTAIN_BIKING,23/06/2020,12:04:16,01:20:52,22.64,,16.8,48.8,03:34,01:14,484,37,,,,117,144,203,,,,150.0,44.0,210,55,60,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:20:12,,4.7,12:46,,561,,8481.20,,,
,00:20:13,,4.1,14:38,,561,,8483.00,,,
,00:20:14,,3.0,20:00,,561,,8484.90,,,
,00:20:15,,0.0,00:00,,560,,8486.30,,,
,00:20:16,,0.0,00:00,,560,,8486.30,,,
,00:20:17,,0.0,00:00,,560,,8486.30,,,
,00:20:18,,0.0,00:00,,560,,8486.30,,,
,00:20:19,,2.3,26:05,,561,,8486.30,,,
,00:20:20,,3.0,20:00,,561,,8486.30,,,
,00:20:21,,3.5,17:09,,561,,8486.30,,,
,00:20:22,,3.8,15:47,,561,,8486.40,,,
,00:20:23,,4.1,14:38,,561,,8486.40,,,
,00:20:24,,4.2,14:17,,561,,8486.50,,,
,00:20:25,,4.1,14:38,,561,,8487.90,,,
,00:20:26,,3.7,16:13,,561,,8489.50,,,
,00:20:27,,3.1,19:21,,561,,8491.00,,,
,00:20:28,,2.3,26:05,,561,,8492.00,,,
,00:20:29,,0.0,00:00,,561,,8492.20,,,
,00:20:30,,0.0,00:00,,561,,8492.20,,,
,00:20:31,,0.0,00:00,,561,,8492.20,,,
,00:20:32,,0.0,00:00,,561,,8492.20,,,
,00:20:33,,1.1,54:33,,561,,8492.20,,,
,00:20:34,,0.0,00:00,,561,,8492.20,,,
,00:20:35,,0.0,00:00,,561,,8492.20,,,
,00:20:36,,0.0,00:00,,561,,8492.20,,,
,00:20:37,,0.0,00:00,,561,,8492.20,,,
,00:20:38,,1.2,50:00,,559,,8492.20,,,
,00:20:39,,1.8,33:20,,559,,8492.40,,,
,00:20:40,,1.9,31:35,,559,,8492.60,,,
,00:20:41,,0.0,00:00,,559,,8492.60,,,
,00:20:42,,0.0,00:00,,559,,8492.60,,,
,00:20:43,,1.1,54:33,,559,,8492.60,,,
,00:20:44,,2.2,27:16,,559,,8492.60,,,
,00:20:45,,4.1,14:38,,559,,8492.70,,,
,00:20:46,,6.7,08:57,,559,,8494.20,,,
,00:20:47,,8.7,06:54,,559,,8496.70,,,
,00:20:48,,10.7,05:36,,559,,8499.90,,,
,00:20:49,,12.1,04:58,,559,,8504.20,,,
,00:20:50,,12.7,04:43,,559,,8509.60,,,
,00:20:51,,12.8,04:41,,559,,8515.60,,,
,00:20:52,,12.9,04:39,,559,,8520.80,,,
,00:20:53,,13.1,04:35,,559,,8526.00,,,
,00:20:54,,13.7,04:23,,559,,8531.30,,,
,00:20:55,,14.5,04:08,,559,,8536.90,,,
,00:20:56,,15.4,03:54,,559,,8542.10,,,
,00:20:57,,16.1,03:44,,559,,8547.00,,,
,00:20:58,,16.2,03:42,,559,,8551.60,,,
,00:20:59,,16.3,03:41,,559,,8556.20,,,
,00:21:00,,16.3,03:41,,559,,8560.90,,,
,00:21:01,,16.1,03:44,,559,,8565.80,,,
,00:21:02,,15.8,03:48,,559,,8570.60,,,
,00:21:03,,15.2,03:57,,559,,8574.70,,,
,00:21:04,,14.4,04:10,,559,,8578.20,,,
,00:21:05,,13.4,04:29,,559,,8581.20,,,
,00:21:06,,12.3,04:53,,559,,8583.30,,,
,00:21:07,,11.2,05:21,,559,,8584.60,,,
,00:21:08,,10.2,05:53,,559,,8585.10,,,
,00:21:09,,9.5,06:19,,559,,8585.40,,,
,00:21:10,,9.1,06:36,,559,,8585.70,,,
,00:21:11,,8.9,06:44,,559,,8586.10,,,
,00:21:12,,8.7,06:54,,559,,8586.40,,,
,00:21:13,,8.5,07:04,,559,,8586.60,,,
,00:21:14,,8.5,07:04,,559,,8587.20,,,
,00:21:15,,8.5,07:04,,559,,8588.70,,,
,00:21:16,,8.6,06:59,,559,,8590.90,,,
,00:21:17,,8.6,06:59,,559,,8593.60,,,
,00:21:18,,8.6,06:59,,559,,8596.50,,,
,00:21:19,,8.5,07:04,,559,,8598.90,,,
,00:21:20,,8.3,07:14,,559,,8600.80,,,
,00:21:21,,8.1,07:24,,559,,8602.00,,,
,00:21:22,,7.9,07:36,,559,,8603.20,,,
,00:21:23,,7.8,07:42,,559,,8603.90,,,
,00:21:24,,7.8,07:42,,559,,8603.90,,,
,00:21:25,,7.9,07:36,,559,,8603.90,,,
,00:21:26,,8.1,07:24,,559,,8604.70,,,
,00:21:27,,8.3,07:14,,559,,8607.00,,,
,00:21:28,,8.5,07:04,,559,,8611.10,,,
,00:21:29,,8.7,06:54,,559,,8616.00,,,
,00:21:30,,8.7,06:54,,559,,8620.40,,,
,00:21:31,,8.6,06:59,,559,,8624.10,,,
,00:21:32,,8.4,07:09,,559,,8626.90,,,
,00:21:33,,8.0,07:30,,559,,8628.50,,,
,00:21:34,,7.7,07:48,,559,,8629.10,,,
,00:21:35,,7.4,08:06,,560,,8629.10,,,
,00:21:36,,7.1,08:27,,560,,8629.10,,,
,00:21:37,,6.8,08:49,,560,,8629.10,,,
,00:21:38,,6.7,08:57,,560,,8629.10,,,
,00:21:39,,6.6,09:05,,560,,8629.10,,,
,00:21:40,,6.6,09:05,,560,,8629.10,,,
,00:21:41,,6.6,09:05,,560,,8629.10,,,
,00:21:42,,6.8,08:49,,560,,8629.50,,,
,00:21:43,,7.1,08:27,,560,,8632.90,,,
,00:21:44,,7.5,08:00,,560,,8636.90,,,
,00:21:45,,8.0,07:30,,560,,8641.60,,,
,00:21:46,,8.6,06:59,,560,,8647.10,,,
,00:21:47,,9.3,06:27,,560,,8654.00,,,
,00:21:48,,9.9,06:04,,560,,8662.20,,,
,00:21:49,,14.2,04:14,,560,,8670.60,,,
,00:21:50,,15.3,03:55,,560,,8679.20,,,
,00:21:51,,13.7,04:23,,560,,8685.20,,,
,00:21:52,,10.9,05:30,,560,,8688.70,,,
,00:21:53,,8.1,07:24,,560,,8690.60,,,
,00:21:54,,6.1,09:50,,560,,8691.50,,,
,00:21:55,,4.6,13:03,,560,,8691.50,,,
,00:21:56,,0.0,00:00,,560,,8691.50,,,
,00:21:57,,0.0,00:00,,561,,8691.50,,,
,00:21:58,,9.0,06:40,,561,,8691.50,,,
,00:21:59,,12.4,04:50,,561,,8691.80,,,
,00:22:00,,14.9,04:02,,561,,8692.70,,,
,00:22:01,,16.6,03:37,,561,,8693.30,,,
,00:22:02,,17.8,03:22,,561,,8697.00,,,
,00:22:03,,18.2,03:18,,561,,8703.80,,,
,00:22:04,,17.8,03:22,,561,,8711.20,,,
,00:22:05,,16.7,03:36,,561,,8718.40,,,
,00:22:06,,15.0,04:00,,561,,8725.20,,,
,00:22:07,,12.8,04:41,,561,,8731.00,,,
,00:22:08,,10.5,05:43,,561,,8734.80,,,
,00:22:09,,10.3,05:50,,561,,8736.70,,,
,00:22:10,,10.2,05:53,,561,,8737.80,,,
,00:22:11,,10.3,05:50,,561,,8738.50,,,
,00:22:12,,10.9,05:30,,561,,8738.70,,,
,00:22:13,,12.1,04:58,,561,,8739.10,,,
,00:22:14,,13.7,04:23,,561,,8740.90,,,
,00:22:15,,15.5,03:52,,561,,8744.80,,,
,00:22:16,,17.0,03:32,,561,,8751.70,,,
,00:22:17,,17.9,03:21,,561,,8760.30,,,
,00:22:18,,18.0,03:20,,561,,8768.70,,,
,00:22:19,,17.8,03:22,,561,,8775.20,,,
,00:22:20,,17.6,03:25,,561,,8780.10,,,
,00:22:21,,16.9,03:33,,561,,8783.10,,,
,00:22:22,,10.3,05:50,,561,,8784.50,,,
,00:22:23,,6.8,08:49,,561,,8784.50,,,
,00:22:24,,0.0,00:00,,561,,8784.50,,,
,00:22:25,,0.0,00:00,,561,,8784.50,,,
,00:22:26,,0.8,75:00,,561,,8784.50,,,
,00:22:27,,2.9,20:41,,561,,8784.50,,,
,00:22:28,,7.8,07:42,,561,,8784.50,,,
,00:22:29,,12.8,04:41,,561,,8784.50,,,
,00:22:30,,15.6,03:51,,561,,8784.50,,,
,00:22:31,,17.2,03:29,,561,,8784.50,,,
,00:22:32,,18.3,03:17,,561,,8784.90,,,
,00:22:33,,19.2,03:08,,561,,8791.10,,,
,00:22:34,,19.9,03:01,,561,,8798.20,,,
,00:22:35,,20.4,02:56,,561,,8806.30,,,
,00:22:36,,20.4,02:56,,561,,8814.70,,,
,00:22:37,,19.7,03:03,,561,,8822.90,,,
,00:22:38,,18.2,03:18,,561,,8830.00,,,
,00:22:39,,16.5,03:38,,561,,8835.00,,,
,00:22:40,,15.1,03:58,,561,,8838.80,,,
,00:22:41,,14.9,04:02,,561,,8842.40,,,
,00:22:42,,14.6,04:07,,561,,8846.00,,,
,00:22:43,,14.3,04:12,,561,,8848.30,,,
,00:22:44,,13.9,04:19,,561,,8850.00,,,
,00:22:45,,13.5,04:27,,561,,8852.30,,,
,00:22:46,,12.9,04:39,,561,,8855.20,,,
,00:22:47,,12.1,04:58,,561,,8857.90,,,
,00:22:48,,11.1,05:24,,561,,8859.70,,,
,00:22:49,,9.9,06:04,,561,,8860.50,,,
,00:22:50,,8.6,06:59,,561,,8860.90,,,
,00:22:51,,8.3,07:14,,561,,8860.90,,,
,00:22:52,,5.0,12:00,,561,,8860.90,,,
,00:22:53,,3.6,16:40,,561,,8860.90,,,
,00:22:54,,3.7,16:13,,561,,8860.90,,,
,00:22:55,,4.1,14:38,,561,,8860.90,,,
,00:22:56,,3.9,15:23,,561,,8860.90,,,
,00:22:57,,3.7,16:13,,561,,8860.90,,,
,00:22:58,,3.6,16:40,,561,,8860.90,,,
,00:22:59,,3.6,16:40,,561,,8860.90,,,
,00:23:00,,3.6,16:40,,561,,8861.10,,,
,00:23:01,,3.7,16:13,,562,,8862.90,,,
,00:23:02,,4.0,15:00,,562,,8864.70,,,
,00:23:03,,4.6,13:03,,562,,8866.60,,,
,00:23:04,,5.2,11:32,,562,,8868.70,,,
,00:23:05,,5.2,11:32,,562,,8870.90,,,
,00:23:06,,5.3,11:19,,562,,8873.40,,,
,00:23:07,,8.1,07:24,,562,,8876.20,,,
,00:23:08,,10.4,05:46,,562,,8880.00,,,
,00:23:09,,12.2,04:55,,562,,8884.10,,,
,00:23:10,,13.7,04:23,,562,,8889.10,,,
,00:23:11,,15.3,03:55,,562,,8895.10,,,
,00:23:12,,15.7,03:49,,562,,8901.20,,,
,00:23:13,,14.8,04:03,,562,,8906.90,,,
,00:23:14,,16.0,03:45,,562,,8911.90,,,
,00:23:15,,17.6,03:25,,561,,8917.10,,,
,00:23:16,,18.4,03:16,,561,,8920.40,,,
,00:23:17,,18.3,03:17,,561,,8922.40,,,
,00:23:18,,17.1,03:31,,561,,8926.60,,,
,00:23:19,,16.7,03:36,,560,,8931.40,,,
,00:23:20,,16.0,03:45,,560,,8933.60,,,
,00:23:21,,15.4,03:54,,560,,8933.70,,,
,00:23:22,,14.7,04:05,,560,,8934.50,,,
,00:23:23,,14.2,04:14,,559,,8938.10,,,
,00:23:24,,14.3,04:12,,559,,8941.80,,,
,00:23:25,,14.2,04:14,,558,,8943.00,,,
,00:23:26,,14.1,04:15,,558,,8943.70,,,
,00:23:27,,14.3,04:12,,558,,8943.70,,,
,00:23:28,,14.4,04:10,,558,,8943.70,,,
,00:23:29,,14.4,04:10,,557,,8943.70,,,
,00:23:30,,14.5,04:08,,557,,8943.70,,,
,00:23:31,,14.5,04:08,,556,,8949.40,,,
,00:23:32,,14.7,04:05,,556,,8957.50,,,
,00:23:33,,14.8,04:03,,556,,8961.30,,,
,00:23:34,,14.7,04:05,,556,,8963.70,,,
,00:23:35,,14.8,04:03,,555,,8967.60,,,
,00:23:36,,14.9,04:02,,555,,8973.80,,,
,00:23:37,,14.8,04:03,,554,,8976.70,,,
,00:23:38,,15.0,04:00,,554,,8976.70,,,
,00:23:39,,15.1,03:58,,553,,8976.70,,,
,00:23:40,,15.2,03:57,,553,,8976.70,,,
,00:23:41,,15.4,03:54,,552,,8976.70,,,
,00:23:42,,15.4,03:54,,552,,8976.80,,,
,00:23:43,,15.5,03:52,,552,,8976.80,,,
,00:23:44,,15.6,03:51,,552,,8976.80,,,
,00:23:45,,15.8,03:48,,551,,8976.80,,,
,00:23:46,,16.0,03:45,,551,,8976.90,,,
,00:23:47,,16.2,03:42,,550,,8977.80,,,
,00:23:48,,16.4,03:40,,550,,8983.90,,,
,00:23:49,,16.6,03:37,,549,,8990.50,,,
,00:23:50,,16.8,03:34,,549,,8996.40,,,
,00:23:51,,17.0,03:32,,549,,9002.10,,,
,00:23:52,,17.1,03:31,,549,,9006.40,,,
,00:23:53,,17.3,03:28,,548,,9009.80,,,
,00:23:54,,17.5,03:26,,548,,9014.30,,,
,00:23:55,,17.7,03:23,,548,,9017.40,,,
,00:23:56,,17.7,03:23,,548,,9017.50,,,
,00:23:57,,17.8,03:22,,548,,9017.50,,,
,00:23:58,,17.8,03:22,,548,,9017.50,,,
,00:23:59,,17.9,03:21,,548,,9020.00,,,
,00:24:00,,17.9,03:21,,548,,9024.20,,,
,00:24:01,,18.0,03:20,,548,,9025.70,,,
,00:24:02,,18.0,03:20,,548,,9026.70,,,
,00:24:03,,17.9,03:21,,548,,9029.10,,,
,00:24:04,,17.9,03:21,,548,,9033.00,,,
,00:24:05,,17.9,03:21,,548,,9035.80,,,
,00:24:06,,17.8,03:22,,548,,9037.10,,,
,00:24:07,,17.7,03:23,,548,,9038.00,,,
,00:24:08,,17.5,03:26,,548,,9040.20,,,
,00:24:09,,15.5,03:52,,548,,9044.20,,,
,00:24:10,,13.9,04:19,,548,,9046.10,,,
,00:24:11,,13.3,04:31,,548,,9046.10,,,
,00:24:12,,13.3,04:31,,548,,9046.10,,,
,00:24:13,,13.2,04:33,,549,,9046.10,,,
,00:24:14,,13.2,04:33,,549,,9048.50,,,
,00:24:15,,13.2,04:33,,549,,9053.00,,,
,00:24:16,,13.3,04:31,,549,,9057.10,,,
,00:24:17,,13.4,04:29,,549,,9060.60,,,
,00:24:18,,13.5,04:27,,549,,9064.30,,,
,00:24:19,,13.6,04:25,,550,,9069.10,,,
,00:24:20,,13.7,04:23,,550,,9074.60,,,
,00:24:21,,13.8,04:21,,550,,9080.30,,,
,00:24:22,,13.9,04:19,,550,,9085.20,,,
,00:24:23,,14.1,04:15,,550,,9089.40,,,
,00:24:24,,15.4,03:54,,550,,9093.70,,,
,00:24:25,,16.6,03:37,,550,,9098.40,,,
,00:24:26,,16.8,03:34,,550,,9103.10,,,
,00:24:27,,17.1,03:31,,551,,9107.80,,,
,00:24:28,,17.0,03:32,,551,,9113.40,,,
,00:24:29,,18.2,03:18,,551,,9120.00,,,
,00:24:30,,18.9,03:10,,551,,9126.50,,,
,00:24:31,,16.2,03:42,,551,,9131.20,,,
,00:24:32,,13.6,04:25,,551,,9133.20,,,
,00:24:33,,10.6,05:40,,552,,9133.80,,,
,00:24:34,,7.3,08:13,,552,,9133.80,,,
,00:24:35,,4.8,12:30,,552,,9133.80,,,
,00:24:36,,0.0,00:00,,552,,9133.80,,,
,00:24:37,,0.0,00:00,,552,,9133.80,,,
,00:24:38,,0.4,150:00,,555,,9133.80,,,
,00:24:39,,1.4,42:51,,555,,9133.80,,,
,00:24:40,,4.1,14:38,,555,,9133.80,,,
,00:24:41,,8.5,07:04,,555,,9133.80,,,
,00:24:42,,11.4,05:16,,555,,9133.80,,,
,00:24:43,,14.4,04:10,,556,,9133.80,,,
,00:24:44,,16.5,03:38,,556,,9134.10,,,
,00:24:45,,18.5,03:15,,556,,9136.20,,,
,00:24:46,,19.6,03:04,,556,,9143.00,,,
,00:24:47,,20.5,02:56,,556,,9150.70,,,
,00:24:48,,20.4,02:56,,556,,9158.90,,,
,00:24:49,,19.2,03:08,,556,,9167.30,,,
,00:24:50,,17.0,03:32,,556,,9175.00,,,
,00:24:51,,14.0,04:17,,556,,9180.90,,,
,00:24:52,,11.2,05:21,,556,,9184.80,,,
,00:24:53,,10.8,05:33,,556,,9187.40,,,
,00:24:54,,10.1,05:56,,556,,9189.00,,,
,00:24:55,,9.6,06:15,,557,,9189.00,,,
,00:24:56,,9.3,06:27,,557,,9189.00,,,
,00:24:57,,9.4,06:23,,557,,9189.00,,,
,00:24:58,,10.0,06:00,,557,,9189.00,,,
,00:24:59,,11.0,05:27,,557,,9189.00,,,
,00:25:00,,12.1,04:58,,557,,9190.10,,,
,00:25:01,,13.5,04:27,,557,,9194.50,,,
,00:25:02,,14.8,04:03,,557,,9200.90,,,
,00:25:03,,15.2,03:57,,557,,9208.30,,,
,00:25:04,,16.5,03:38,,557,,9215.40,,,
,00:25:05,,17.2,03:29,,557,,9222.80,,,
,00:25:06,,17.5,03:26,,557,,9229.60,,,
,00:25:07,,17.5,03:26,,557,,9235.80,,,
,00:25:08,,17.4,03:27,,557,,9240.40,,,
,00:25:09,,16.2,03:42,,557,,9243.50,,,
,00:25:10,,16.1,03:44,,557,,9244.90,,,
,00:25:11,,16.1,03:44,,558,,9246.00,,,
,00:25:12,,16.1,03:44,,558,,9246.40,,,
,00:25:13,,16.1,03:44,,558,,9246.90,,,
,00:25:14,,16.1,03:44,,558,,9248.50,,,
,00:25:15,,16.2,03:42,,558,,9251.50,,,
,00:25:16,,16.4,03:40,,558,,9256.20,,,
,00:25:17,,16.5,03:38,,558,,9263.00,,,
,00:25:18,,16.6,03:37,,558,,9270.80,,,
,00:25:19,,16.7,03:36,,558,,9278.70,,,
,00:25:20,,16.7,03:36,,558,,9286.00,,,
,00:25:21,,16.8,03:34,,558,,9292.40,,,
,00:25:22,,16.8,03:34,,558,,9297.00,,,
,00:25:23,,16.7,03:36,,558,,9300.10,,,
,00:25:24,,16.6,03:37,,558,,9301.30,,,
,00:25:25,,16.5,03:38,,558,,9301.90,,,
,00:25:26,,16.5,03:38,,558,,9302.30,,,
,00:25:27,,16.5,03:38,,558,,9303.30,,,
,00:25:28,,16.3,03:41,,558,,9304.10,,,
,00:25:29,,16.2,03:42,,558,,9306.20,,,
,00:25:30,,17.7,03:23,,558,,9310.80,,,
,00:25:31,,18.6,03:14,,558,,9318.80,,,
,00:25:32,,17.1,03:31,,558,,9327.90,,,
,00:25:33,,16.8,03:34,,558,,9335.90,,,
,00:25:34,,18.1,03:19,,558,,9342.50,,,
,00:25:35,,15.8,03:48,,558,,9347.20,,,
,00:25:36,,13.3,04:31,,558,,9349.50,,,
,00:25:37,,10.3,05:50,,558,,9350.40,,,
,00:25:38,,7.0,08:34,,558,,9350.40,,,
,00:25:39,,4.6,13:03,,558,,9350.40,,,
,00:25:40,,0.0,00:00,,558,,9350.40,,,
,00:25:41,,0.0,00:00,,558,,9350.40,,,
,00:25:42,,0.0,00:00,,558,,9350.40,,,
,00:25:43,,0.0,00:00,,559,,9350.40,,,
,00:25:44,,13.8,04:21,,559,,9350.40,,,
,00:25:45,,16.0,03:45,,559,,9350.40,,,
,00:25:46,,17.7,03:23,,559,,9351.70,,,
,00:25:47,,19.0,03:09,,559,,9358.50,,,
,00:25:48,,19.9,03:01,,559,,9366.00,,,
,00:25:49,,20.2,02:58,,559,,9374.20,,,
,00:25:50,,19.6,03:04,,559,,9382.30,,,
,00:25:51,,17.9,03:21,,560,,9389.60,,,
,00:25:52,,15.2,03:57,,560,,9395.40,,,
,00:25:53,,12.2,04:55,,560,,9399.40,,,
,00:25:54,,9.3,06:27,,560,,9401.60,,,
,00:25:55,,9.0,06:40,,560,,9402.30,,,
,00:25:56,,8.4,07:09,,560,,9402.30,,,
,00:25:57,,7.9,07:36,,560,,9402.30,,,
,00:25:58,,7.7,07:48,,560,,9402.30,,,
,00:25:59,,8.0,07:30,,559,,9402.30,,,
,00:26:00,,8.6,06:59,,559,,9402.30,,,
,00:26:01,,9.8,06:07,,559,,9402.30,,,
,00:26:02,,11.4,05:16,,559,,9406.80,,,
,00:26:03,,13.2,04:33,,559,,9414.00,,,
,00:26:04,,15.3,03:55,,559,,9422.40,,,
,00:26:05,,15.7,03:49,,559,,9431.00,,,
,00:26:06,,15.8,03:48,,559,,9439.50,,,
,00:26:07,,15.9,03:46,,559,,9446.70,,,
,00:26:08,,16.0,03:45,,559,,9452.00,,,
,00:26:09,,16.2,03:42,,559,,9455.20,,,
,00:26:10,,14.5,04:08,,559,,9457.10,,,
,00:26:11,,10.2,05:53,,559,,9457.50,,,
,00:26:12,,6.8,08:49,,559,,9457.50,,,
,00:26:13,,4.8,12:30,,559,,9457.50,,,
,00:26:14,,0.0,00:00,,559,,9457.50,,,
,00:26:15,,0.0,00:00,,560,,9457.50,,,
,00:26:16,,0.0,00:00,,560,,9457.50,,,
,00:26:17,,0.0,00:00,,560,,9457.50,,,
,00:26:18,,11.8,05:05,,560,,9457.50,,,
,00:26:19,,14.9,04:02,,560,,9460.70,,,
,00:26:20,,16.8,03:34,,560,,9461.50,,,
,00:26:21,,18.2,03:18,,560,,9463.00,,,
,00:26:22,,19.2,03:08,,560,,9469.50,,,
,00:26:23,,19.8,03:02,,560,,9476.80,,,
,00:26:24,,19.8,03:02,,560,,9484.70,,,
,00:26:25,,18.8,03:11,,560,,9492.80,,,
,00:26:26,,16.5,03:38,,560,,9500.30,,,
,00:26:27,,13.4,04:29,,560,,9505.80,,,
,00:26:28,,10.7,05:36,,560,,9509.00,,,
,00:26:29,,10.4,05:46,,560,,9510.60,,,
,00:26:30,,10.2,05:53,,560,,9511.80,,,
,00:26:31,,10.2,05:53,,560,,9512.30,,,
,00:26:32,,10.7,05:36,,560,,9512.30,,,
,00:26:33,,11.5,05:13,,560,,9512.50,,,
,00:26:34,,12.8,04:41,,560,,9513.10,,,
,00:26:35,,14.3,04:12,,560,,9515.90,,,
,00:26:36,,16.0,03:45,,560,,9521.80,,,
,00:26:37,,17.4,03:27,,560,,9529.80,,,
,00:26:38,,18.0,03:20,,560,,9538.60,,,
,00:26:39,,17.9,03:21,,560,,9546.50,,,
,00:26:40,,17.7,03:23,,560,,9552.30,,,
,00:26:41,,17.4,03:27,,560,,9556.30,,,
,00:26:42,,12.3,04:53,,560,,9558.60,,,
,00:26:43,,8.1,07:24,,560,,9558.60,,,
,00:26:44,,5.5,10:55,,560,,9558.60,,,
,00:26:45,,4.1,14:38,,560,,9558.60,,,
,00:26:46,,3.4,17:39,,560,,9558.60,,,
,00:26:47,,2.8,21:26,,560,,9558.60,,,
,00:26:48,,0.0,00:00,,560,,9558.60,,,
,00:26:49,,0.3,200:00,,560,,9558.60,,,
,00:26:50,,0.5,120:00,,560,,9558.60,,,
,00:26:51,,0.6,100:00,,560,,9558.60,,,
,00:26:52,,0.0,00:00,,560,,9558.60,,,
,00:26:53,,0.0,00:00,,560,,9558.60,,,
,00:26:54,,0.3,200:00,,560,,9558.60,,,
,00:26:55,,1.1,54:33,,561,,9558.60,,,
,00:26:56,,3.5,17:09,,561,,9558.60,,,
,00:26:57,,7.0,08:34,,561,,9558.60,,,
,00:26:58,,9.7,06:11,,561,,9558.60,,,
,00:26:59,,12.7,04:43,,561,,9558.60,,,
,00:27:00,,15.0,04:00,,561,,9558.60,,,
,00:27:01,,17.0,03:32,,561,,9561.80,,,
,00:27:02,,18.0,03:20,,561,,9568.00,,,
,00:27:03,,18.6,03:14,,561,,9574.90,,,
,00:27:04,,18.3,03:17,,561,,9582.00,,,
,00:27:05,,17.1,03:31,,561,,9589.50,,,
,00:27:06,,14.7,04:05,,561,,9596.30,,,
,00:27:07,,11.9,05:03,,561,,9601.50,,,
,00:27:08,,10.3,05:50,,561,,9604.20,,,
,00:27:09,,10.3,05:50,,561,,9605.40,,,
,00:27:10,,10.5,05:43,,561,,9606.70,,,
,00:27:11,,11.3,05:19,,561,,9608.30,,,
,00:27:12,,12.6,04:46,,561,,9609.20,,,
,00:27:13,,14.3,04:12,,561,,9610.70,,,
,00:27:14,,16.0,03:45,,561,,9613.90,,,
,00:27:15,,17.4,03:27,,561,,9620.60,,,
,00:27:16,,17.8,03:22,,561,,9629.70,,,
,00:27:17,,17.2,03:29,,561,,9637.70,,,
,00:27:18,,15.7,03:49,,561,,9643.10,,,
,00:27:19,,15.6,03:51,,561,,9646.10,,,
,00:27:20,,0.0,00:00,,561,,9648.20,,,
,00:27:21,,0.6,100:00,,561,,9648.20,,,
,00:27:22,,1.0,60:00,,561,,9648.20,,,
,00:27:23,,1.2,50:00,,561,,9648.20,,,
,00:27:24,,1.1,54:33,,561,,9648.20,,,
,00:27:25,,0.9,66:40,,561,,9648.20,,,
,00:27:26,,0.0,00:00,,561,,9648.20,,,
,00:27:27,,0.4,150:00,,562,,9648.20,,,
,00:27:28,,0.5,120:00,,562,,9648.20,,,
,00:27:29,,0.4,150:00,,562,,9648.20,,,
,00:27:30,,0.0,00:00,,562,,9648.20,,,
,00:27:31,,0.0,00:00,,562,,9648.20,,,
,00:27:32,,0.0,00:00,,562,,9648.20,,,
,00:27:33,,9.7,06:11,,563,,9648.20,,,
,00:27:34,,13.8,04:21,,563,,9648.20,,,
,00:27:35,,16.2,03:42,,563,,9648.20,,,
,00:27:36,,17.8,03:22,,563,,9648.40,,,
,00:27:37,,18.2,03:18,,563,,9651.50,,,
,00:27:38,,17.6,03:25,,563,,9658.40,,,
,00:27:39,,16.2,03:42,,563,,9665.30,,,
,00:27:40,,14.5,04:08,,563,,9671.70,,,
,00:27:41,,12.3,04:53,,563,,9677.40,,,
,00:27:42,,9.6,06:15,,563,,9682.30,,,
,00:27:43,,6.7,08:57,,563,,9685.00,,,
,00:27:44,,6.3,09:31,,563,,9685.70,,,
,00:27:45,,5.5,10:55,,563,,9685.70,,,
,00:27:46,,0.0,00:00,,563,,9685.70,,,
,00:27:47,,0.0,00:00,,563,,9685.70,,,
,00:27:48,,0.0,00:00,,563,,9685.70,,,
,00:27:49,,0.0,00:00,,563,,9685.70,,,
,00:27:50,,0.3,200:00,,563,,9685.70,,,
,00:27:51,,0.5,120:00,,563,,9685.70,,,
,00:27:52,,1.0,60:00,,563,,9685.70,,,
,00:27:53,,1.9,31:35,,563,,9685.70,,,
,00:27:54,,2.9,20:41,,563,,9685.70,,,
,00:27:55,,3.9,15:23,,563,,9685.70,,,
,00:27:56,,5.0,12:00,,563,,9685.70,,,
,00:27:57,,6.2,09:41,,563,,9685.70,,,
,00:27:58,,7.7,07:48,,563,,9685.70,,,
,00:27:59,,9.4,06:23,,563,,9686.00,,,
,00:28:00,,11.2,05:21,,563,,9686.40,,,
,00:28:01,,13.5,04:27,,563,,9687.50,,,
,00:28:02,,16.3,03:41,,563,,9692.30,,,
,00:28:03,,19.3,03:07,,563,,9698.20,,,
,00:28:04,,21.7,02:46,,563,,9705.40,,,
,00:28:05,,21.9,02:44,,563,,9713.30,,,
,00:28:06,,21.8,02:45,,563,,9720.90,,,
,00:28:07,,20.9,02:52,,563,,9728.40,,,
,00:28:08,,19.3,03:07,,563,,9734.40,,,
,00:28:09,,17.2,03:29,,563,,9738.20,,,
,00:28:10,,14.6,04:07,,563,,9740.30,,,
,00:28:11,,12.2,04:55,,563,,9741.00,,,
,00:28:12,,10.2,05:53,,563,,9741.00,,,
,00:28:13,,8.4,07:09,,563,,9741.00,,,
,00:28:14,,7.0,08:34,,563,,9741.00,,,
,00:28:15,,6.2,09:41,,563,,9741.00,,,
,00:28:16,,5.5,10:55,,563,,9741.00,,,
,00:28:17,,0.8,75:00,,564,,9741.00,,,
,00:28:18,,2.1,28:34,,564,,9741.00,,,
